ID	Activity	TimeRepresent	Class	Star	Level	Award	ShowPosition	IsHighlight	HightlightPath	Frame	ShowPriority	DetailPath	Hard	DetailMap	DetailAwards	Text	Event	nAdvancedTime	Label	BackgroundImage1	BackgroundImage2	Luckdraw	LuckPath	LuckFrame	LuckdrawText	DailyQuest	BuffID	TotalCount	FinishType	FinishCount	IsDouble	ExtraReward	DoubleStartTime	DoubleEndTime	CareerEvent	ShowLevel	Map	MapTip	szTitleBg	nMapIconFrame	BackgroundImage3	nPriority	bIsMultiple	szQuestID	bAutoCollect	bLimited	dwShopGroupID	dwDefaultShopID	nRedDotVersion
495	侠客岛·雾岛寻丹	7:00-次日6:59	4	5	100		17				0			<text>text="        侠士可前往侠客岛的" font=284</text><text>text="[" font=173</text><text>text="云月" font=173 link="NPCGuide/2004"</text><text>text="]" font=173</text><text>text="处，按“M”键打开地图查看正在发生的公共事件的位置。\\\n        沧海珠贝可交给侠客岛的云霞换取侠客岛姜氏声望。" font=284</text>		<text>text="        侠士可从各大主城日常区" font=284</text><text>text="秘境任务" font=173</text><text>text="公告牌处接取" font=284</text><text>text="【江湖道远侠义天下】" font=173</text><text>text="任务。\\\n" font=284</text><text>text="    " font=160</text><text>text="    " font=284</text><text>text="侠士可以在侠客岛的" font=160</text><text>text="[" font=173</text><text>text="云月" font=173 link="NPCGuide/2004"</text><text>text="]" font=173</text><text>text="处参与“雾岛寻丹”相关活动" font=160</text><text>text="，获得大量" font=284</text><text>text="沧海珠贝" font=171 link="ItemLinkInfo/5/30860"</text><text>text="。\\\n    1、找到云月领取" font=284</text><text>text="丹炉" font=171 link="ItemLinkInfo/5/31007"</text><text>text="。\\\n    2、栖凤岛在活动开启时，岛上弥漫剧毒，只能通过放置丹炉避免中毒。\\\n    3、收集岛上野兽掉落的" font=284</text><text>text="兽丹" font=171 link="ItemLinkInfo/5/30998"</text><text>text="放入丹炉中，全小队可获得贡献。\\\n    4、丹炉处可以提前结算事件贡献。\\\n    5、只能使用本小队放置的丹炉。\\\n    6、" font=284</text><text>text="沧海珠贝" font=171 link="ItemLinkInfo/5/30860"</text><text>text="可兑换活动奖励，当日最多可获得沧海珠贝一百个。" font=284</text>			2	ui/Image/Active/Calendar/100JiPQ_WuDaoXunDan_S.tga						558										0~999	332;	<text>text="侠行点、沧海珠贝" font=18</text>		10	ui/Image/Active/Calendar/100JiPQ_WuDaoXunDan_B.tga								
496	经首道源·越海珠贝	7:00-次日6:59	4	5	100		17				0			<text>text="        侠士可前往经首道源岛的" font=284</text><text>text="[" font=173</text><text>text="杨偲彦" font=173 link="NPCGuide/2015"</text><text>text="]" font=173</text><text>text="处，按“M”键打开地图查看正在发生的公共事件的位置。\\\n        " font=284</text><text>text="沧海珠贝" font=171 link="ItemLinkInfo/5/30860"</text><text>text="可交给经首道源岛的" font=284</text><text>text="杨偲彦" font=173</text><text>text="换取东海丐帮分舵声望。" font=284</text>		<text>text="        侠士可从各大主城日常区" font=284</text><text>text="秘境任务" font=173</text><text>text="公告牌处接取" font=284</text><text>text="【江湖道远侠义天下】" font=173</text><text>text="任务。" font=284</text><text>text="\\\n" font=171</text><text>text="        侠士可以在" font=284</text><text>text="[" font=173</text><text>text="经首道源岛越海村" font=173 link="NPCGuide/2015"</text><text>text="]" font=173</text><text>text="处参与“越海珠贝”相关活动，获得大量" font=284</text><text>text="沧海珠贝" font=171 link="ItemLinkInfo/5/30860"</text><text>text="。\\\n    1、去海中收集各种有趣的材料吧！\\\n    2、请记得" font=284</text><text>text="珍珠" font=171 link="ItemLinkInfo/5/30994"</text><text>text="是需要加工才能获取的！侠士可从" font=284</text><text>text="<物资总管>梁诺" font=173</text><text>text="处领取母贝箱送至加工点。\\\n    3、越海村时常受到" font=284</text><text>text="海寇" font=172</text><text>text="侵扰，若侠士遇上，不妨与" font=284</text><text>text="东海丐帮弟子" font=173</text><text>text="一起守卫这个村子吧！\\\n    4、海中偶有" font=284</text><text>text="巨鲨" font=172</text><text>text="出没，若侠士遇上务必结队而行。 \\\n    5、" font=284</text><text>text="沧海珠贝" font=171 link="ItemLinkInfo/5/30860"</text><text>text="可兑换活动奖励，当日最多可获得" font=284</text><text>text="沧海珠贝" font=171 link="ItemLinkInfo/5/30860"</text><text>text="一百个。" font=284</text>			2	ui/Image/Active/Calendar/100JiPQ_YueHaiZhuBei_S.tga						558										0~999	334;	<text>text="侠行点、沧海珠贝" font=18</text>		10	ui/Image/Active/Calendar/100JiPQ_YueHaiZhuBei_B.tga								
497	主城茶馆		2	4	100									<text>text="       前往" font=284</text><text>text="[" font=173</text><text>text="侠客岛" font=173 link="NPCGuide/2002"</text><text>text="]" font=173</text><text>text="或" font=284</text><text>text="[" font=173</text><text>text="蔷薇列岛" font=173 link="NPCGuide/2090"</text><text>text="]" font=173</text><text>text="的茶馆老板娘" font=284</text><text>text="赵云睿" font=173</text><text>text="处接取任务。" font=284</text>		<text>text="1、每人每日可接取十次茶馆小童的任务委托。\\\n2、额外奖励需要从老板娘" font=284</text><text>text="赵云睿" font=173</text><text>text="处接取任务" font=284</text><text>text="沧海云帆闻茶香" font=173</text><text>text="来获得。\\\n3、侠客岛茶馆的木木每日会刷新三个" font=284</text><text>text="茶馆委托任务" font=173</text><text>text="，但" font=284</text><text>text="每日只可以接取一个" font=171</text><text>text="委托任务。委托任务分为" font=284</text><text>text="三种难度" font=171</text><text>text="，任务奖励不尽相同，接取时需要消耗不同数量的" font=284</text><text>text="茶味" font=171 link="ItemLinkInfo/5/31570"</text><text>text="。茶味由打开" font=284</text><text>text="沧海云帆闻茶香" font=173</text><text>text="任务奖励的" font=284</text><text>text="茶味盒子" font=171 link="ItemLinkInfo/5/31756"</text><text>text="获得。\\\n" font=284</text>	4			ui/Image/Active/Calendar/ChaGuan_S.tga						648					1		1597014000	1598828399		0~999					ui/Image/Active/Calendar/ChaGuan_B.tga								
499	武林通鉴·公共任务		4	3	100		1				3			<text>text="可根据任务描述前往对应场景的公共任务地点，自动接取任务。" font=284</text>		<text>text="回忆往昔的岁月，完成公共任务。" font=284</text>	4		0	ui/Image/Active/Calendar/TongJian_GongGongRenWu_S.tga																0~999			ui/Image/Active/AnNiuDiTu/TongJian_GongGongRenWu.tga		ui/Image/Active/Calendar/TongJian_GongGongRenWu_B.tga		1	19376;19424					
500	幽舞華芳喜相贈		1	5	1	0	9	1			0			<text>text="各大主城、门派、秘境、野外地图。" font=18</text>		<text>text="活動日期:\\\n2018/11/19 07:00~世外蓬萊資料片開啟前。\\\n活動內容：\\\n活動期間內，俠士完成95級五人大戰系列秘境日常任務、洛陽城陣營威望日常或【快馬江湖杯中茶】（二選一）時，均可額外獲得" font=18</text><text>text="幽舞华芳碎片" font=74 link="ItemLinkInfo/5/31396"</text><text>text="一枚。\\\n集滿" font=18</text><text>text="幽舞华芳碎片" font=74 link="ItemLinkInfo/5/31396"</text><text>text="24枚，即可免費兌換" font=18</text><text>text="幽舞华芳·佩囊" font=74 link="ItemLinkInfo/5/30622"</text><text>text="。\\\n集滿" font=18</text><text>text="幽舞华芳碎片" font=74 link="ItemLinkInfo/5/31396"</text><text>text="60枚，即可免費兌換" font=18</text><text>text="幽舞华芳·衣" font=74 link="ItemLinkInfo/5/30620"</text><text>text="。\\\n集滿" font=18</text><text>text="幽舞华芳碎片" font=74 link="ItemLinkInfo/5/31396"</text><text>text="8枚，即可免費兌換煙花" font=18</text><text>text="海誓山盟简化版" font=74 link="ItemLinkInfo/5/11785"</text><text>text="。\\\n\\\n\\\n\\\n\\\n" font=18</text>	4		1	ui/Image/Active/ActivityFistPage/RecommendSmall/RecommendSmall_Test.tga	ui/Image/Active/ActivityFistPage/RecommendBig/RecommendBig_9ZhouNian.tga					0	0	0	0		0				0	0~999					ui/Image/Active/ActivityFistPage/RecommendBig/RecommendBig_Test.tga								
501	武林通鉴·秘境	全天开放	4	3	120						2	QuestDaily/17/0		<text>text="进入每周指定秘境，并参与击败首领。" font=284</text>		<text>text="每周首次击败指定秘境首领时即时额外发放50金、160点侠行点、30点精力、1个迟来的钦佩和1个锡制宝箱，还可获得红尘侠影额外奖励。通关所有指定秘境总共约可获得450金、1440侠行点、270点精力、9个迟来的钦佩和9个锡制宝箱。" font=284</text>	4		0	ui/Image/Active/Calendar/TongJian_MiJing_S.tga											1		1488150000	1489964400		0~999			ui/Image/Active/AnNiuDiTu/TongJian_MiJing.tga	7	ui/Image/Active/Calendar/TongJian_MiJing_B.tga		1	19199;19265;19622					
502	武林通鉴·团队秘境	全天开放	4	5	120		1				0	QuestDaily/17/0		<text>text="进入每周指定团队秘境，参与击败首领。" font=284</text>		<text>text="1、每周首次击败指定秘境首领时即时额外发放260点侠行点和100点精力，通关所有指定秘境总共约可获得3600侠行点和1400点精力。\\\n2、通关任务指定的秘境将获得额外宝箱奖励。还可获得红尘侠影额外奖励。" font=284</text>	4		0	ui/Image/Active/Calendar/TongJian_TuanDuiMiJing_S.tga											1		1488150000	1489964400		0~999			ui/Image/Active/AnNiuDiTu/TongJian_TuanDuiMiJing.tga	7	ui/Image/Active/Calendar/TongJian_TuanDuiMiJing_B.tga		1	26346;19299;19300					
504	周六当天		3																																														
505	周日当天		3																																														
507	运营活动_蓬莱秘宝		1														4																																
509			3				16																																										
510	魂虚异动		4	2	120						3		小规模战斗	<text>text="发动方士技能进入扬州、五毒、明教、苍云、战乱天策的魂墟地图探索。" font=173</text>	<text>text="金币、五行石、材料、装备" font=18</text>	<text>text="        魂墟入夜，阳消阴长，百鬼夜行。" font=158</text><text>text="\\\n　　1、每日魂墟之中，有两个时段为魂灵活动的活跃时期\\\n             第一次：18:00~19:00\\\n             第二次：22:00~23:00\\\n       2、活动开启期间，精英魂灵将快速刷新；其余时间则潜伏不出。\\\n       3、精英魂灵非常强大，需要组队挑战。奖励也较为丰厚。\\\n       4、可以打开中地图查看精英魂灵刷新位置。" font=284</text>		30;10;0;	0	ui/Image/Active/Calendar/HunXuYiDong_S.tga							11342	1									193	<text>text="金币、五行石、材料、装备" font=18</text>		10	ui/Image/Active/Calendar/HunXuYiDong_B.tga		1						
511	百级之约·狂欢夜		1	5			9				0			<text>text="可在扬州、成都、13门派（天策为天策府）的地图内寻找宝堆、花灯，追踪沈剑心的足迹。" font=0</text>		<text>text="百级之约·狂欢夜\\\n活动介绍：2018年12月20日12:00-2018年12月21日0:00\\\n1.在2018年12月20日12:00-24:00期间，20级以上角色前往自己门派掌门及稻香村刘大海对话，可领取永久称号【天涯共此时】、永久动作【拜别】、【乘风破浪】BUFF；\\\n2.在2018年12月20日20:00、21:00、22:00、23:00、24:00时，扬州、成都、门派地图（天策为天策府）将会刷新【沈剑心的宝堆】，20级以上侠士有机会从宝堆中获得" font=0</text><text>text="10年点卡" font=32</text><text>text="（价值7200元）、" font=0</text><text>text="88888通宝" font=32</text><text>text="、" font=0</text><text>text="95级玄晶瑰石" font=32</text><text>text="、" font=0</text><text>text="西山秘宝·虚空交椅" font=32</text><text>text="、" font=0</text><text>text="马驹·里飞沙" font=75</text><text>text="等丰厚奖励，每个时间段的宝堆都可获得一次奖励\\\n3.在2018年12月20日7:00-2018年12月21日1:00，扬州、成都、门派地图（天策为天策府）将刷新花灯区域，侠士可在花灯区NPC获得花灯道具，使用道具即可在花灯留言许愿\\\n4.在2018年12月20日当晚，策划将化身沈剑心，在各世界地图游历，发放通宝红包，获得红包的侠士一小时内无法再次获得剑心红包\\\n" font=0</text>	4			ui/Image/Active/活动场景/BJZYKHY.tga	ui/Image/Active/ActivityFistPage/RecommendBig/RecommendBig_Kuanghuanye.tga																												
513	2018峰值活动_烟花表演		1																																														
515	五行通变		2	4							2			<text>text="活动期间，在" font=284</text><text>text="[" font=173</text><text>text="扬州" font=173 link="NPCGuide/119"</text><text>text="][" font=173</text><text>text="洛阳" font=173 link="NPCGuide/1057"</text><text>text="][" font=173</text><text>text="长安" font=173 link="NPCGuide/1056"</text><text>text="][" font=173</text><text>text="成都" font=173 link="NPCGuide/1058"</text><text>text="]" font=173</text><text>text="的曾鑫处进行装备剥离操作即可参与活动。\\\n" font=284</text>		<text>text="活动时间：" font=284</text><text>text="2020年10月29日7:00-2020年11月30日7:00" font=158</text><text>text="\\\n活动内容：\\\n       2020年10月29日7:00-2020年11月30日7:00期间，装备精炼剥离时，百分之百返还五行石。\\\n" font=284</text>	4			ui/Image/Active/Calendar/WuXingTongBian_S.tga																					ui/Image/Active/Calendar/WuXingTongBian_B.tga								
517	2018峰值活动_定时召唤大宝堆		1																																														
518	勤修不辍·演武		2	3	15	0		0			4		个人可参与	<text>text="可前往各门派习武区域参与（点击查看）：" font=284</text><text>text="[" font=173</text><text>text="七秀" font=173 link="NPCGuide/829"</text><text>text="][" font=173</text><text>text="纯阳" font=173 link="NPCGuide/830"</text><text>text="][" font=173</text><text>text="天策" font=173 link="NPCGuide/831"</text><text>text="][" font=173</text><text>text="五毒" font=173 link="NPCGuide/832"</text><text>text="][" font=173</text><text>text="少林" font=173 link="NPCGuide/833"</text><text>text="][" font=173</text><text>text="唐门" font=173 link="NPCGuide/834"</text><text>text="][" font=173</text><text>text="万花" font=173 link="NPCGuide/835"</text><text>text="][" font=173</text><text>text="藏剑" font=173 link="NPCGuide/836"</text><text>text="][" font=173</text><text>text="明教" font=173 link="NPCGuide/837"</text><text>text="][" font=173</text><text>text="天策·战乱" font=173 link="NPCGuide/840"</text><text>text="][" font=173</text><text>text="丐帮" font=173 link="NPCGuide/838"</text><text>text="][" font=173</text><text>text="苍云" font=173 link="NPCGuide/839"</text><text>text="][" font=173</text><text>text="长歌" font=173 link="NPCGuide/901"</text><text>text="][" font=173</text><text>text="霸刀" font=173 link="NPCGuide/990"</text><text>text="][" font=173</text><text>text="蓬莱" font=173 link="NPCGuide/1098"</text><text>text="][" font=173</text><text>text="凌雪阁" font=173 link="NPCGuide/2092"</text><text>text="][" font=173</text><text>text="万花·乱世" font=173 link="NPCGuide/2267"</text><text>text="][" font=173</text><text>text="少林·乱世" font=173 link="NPCGuide/2269"</text><text>text="][" font=173</text><text>text="七秀·乱世" font=173 link="NPCGuide/2268"</text><text>text="][" font=173</text><text>text="藏剑·乱世" font=173 link="NPCGuide/2270"</text><text>text="][" font=173</text><text>text="衍天宗" font=173 link="NPCGuide/2266"</text><text>text="]" font=173</text><text>text="[北天药宗]" font=173 link="NPCGuide/2352"</text><text>text="[刀宗]" font=173 link="NPCGuide/2423"</text><text>text="[万灵山庄]" font=173 link="NPCGuide/2522"</text><text>text="。" font=284</text>	<text>text="每天可获得1000修为和10%的当前升级所需阅历。" font=18</text>	<text>text="1、各门派大师兄全天在门派中教习武艺，各派弟子可回门派观摩。\\\n2、在门派大师兄演武的间隙可以在" font=284</text><text>text="茶几" font=171</text><text>text="处喝茶，获得1000修为和10%当前升级所需阅历的奖励。" font=284</text>	4			ui/Image/Active/Calendar/QinXiuBuChuo_YanWu_S.tga							3899	1								0~999			ui/Image/Active/AnNiuDiTu/QinXiuBuChuo_YanWu.tga		ui/Image/Active/Calendar/QinXiuBuChuo_YanWu_B.tga								
